"Id","Name","Description","AlertingPolicy","Priority","FullProtectionSlaTimeMins","IsActive","PolicyName","PolicyDaysToKeep","PolicyDescription","LastBackupRunStatus","LastBackupRunName","LastBackupStartTime","LastBackupEndTime","LastBackupElapsedTime","LastBackupTotalSourceSizeGB","LastBackupTotalLogicalBackupSizeGB","LastCopyRunStatus","LastCopyRunName","LastCopyStartTime","LastCopyEndTime","LastCopyElapsedTime","LastCopyLogicalGBTransferred","LastCopyTotalLogicalSizeGB","TotalLogicalBackupSizeGB","SummaryAverageRuntime","SummaryFastestRunTime","SummarySlowestRunTime","SummaryNumSuccessfulRuns","SummaryTotalLogicalBackupSizeGB"
"1912965","dd_nas_DB_Archive",,"KFailure","KMedium","120",,"nas_unity600_prod","45",,,"IMIF-AP01L","3/13/2020 12:49:02 AM","3/13/2020 1:06:08 AM","00:17:06","884.73","294.38","KSuccess",,"3/12/2020 10:16:09 PM","3/12/2020 10:20:13 PM","00:04:04","0.47","88.28","294.38","00:17:06","00:17:06","00:17:06",,"294.38"
"1918920","Remote_Office_File_Allentown",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvww-ap07p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 6:43:35 PM","00:43:34","579.87","41.9","KSuccess",,"3/12/2020 10:16:09 PM","3/12/2020 10:20:13 PM","00:04:04","0.47","88.28","41.9","00:43:33","00:43:33","00:43:33","1","41.9"
"1919433","Remote_Office_File_Carmel",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvww-ap05p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 6:26:21 PM","00:26:20","40","14.78","KSuccess",,"3/12/2020 10:16:09 PM","3/12/2020 10:20:13 PM","00:04:04","0.47","88.28","14.78","00:26:19","00:26:19","00:26:19","1","14.78"
"2034267","DP_Oracle_View_PROD",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,"KSuccess","oracle","3/13/2020 8:29:00 AM","3/13/2020 8:29:01 AM","00:00:01","151582.88","151582.88","KSuccess",,"3/12/2020 10:16:09 PM","3/12/2020 10:20:13 PM","00:04:04","0.47","88.28","151582.88","00:00:01","00:00:01","00:00:01","1","151582.88"
"2044372","DP_MarkLogic_View_Prod",,"KFailure","KMedium","120",,"view_protection_prod_repl_az","45",,"KSuccess","marklogic_prod","3/12/2020 7:43:01 PM","3/12/2020 7:43:05 PM","00:00:04","0","0","KSuccess","marklogic_prod","3/12/2020 7:45:05 PM","3/12/2020 8:11:55 PM","00:26:50","495.32","0","0","00:00:04","00:00:04","00:00:04","1","0"
"2044512","Remote_Office_File_Buffalo",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KAccepted","fp719.sigi.us.selective.com","3/13/2020 5:00:01 PM","3/12/2020 7:43:05 PM","00:00:04","592.99","0","KRunning",,"3/12/2020 7:45:05 PM","3/12/2020 8:11:55 PM","00:26:50","495.32","0","0","00:00:04","00:00:04","00:00:04",,"0"
"2096036","dc_system_state_view_protection",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,"KSuccess","dc_system_state_bk","3/13/2020 12:00:00 AM","3/13/2020 12:00:02 AM","00:00:02","10.52","10.52","KSuccess",,"3/12/2020 7:45:05 PM","3/12/2020 8:11:55 PM","00:26:50","495.32","0","10.52","00:00:02","00:00:02","00:00:02","1","10.52"
"2128582","netezza_prod_view_repl_az",,"KFailure","KMedium","120",,"view_protection_prod_repl_az","45",,"KSuccess","netezza","3/13/2020 4:05:01 PM","3/13/2020 4:05:05 PM","00:00:04","10632.14","10561.62","KSuccess","netezza","3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","10561.62","00:00:04","00:00:04","00:00:04","1","10561.62"
"2238304","remote_office_block_hamilton",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvww-ap03p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/13/2020 12:22:23 AM","06:22:22","6025","6025","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","6025","06:22:21","06:22:21","06:22:21","1","6025"
"2267469","file_linux_prod",,"KFailure","KMedium","720",,"file_prod_45d","45",,"KSuccess","mgp002sbv.selective.com","3/12/2020 6:00:01 PM","3/12/2020 6:00:24 PM","00:00:23","4607.94","5.49","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","5.49","00:00:23","00:00:23","00:00:23","1","5.49"
"2284939","Remote_Office_Block_Charlotte",,"KFailure","KHigh","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp780.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 7:45:23 PM","01:45:22","910.99","910.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","910.99","01:45:21","01:45:21","01:45:21","1","910.99"
"2285042","remote_office_block_Allentown",,"KFailure","KHigh","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp730.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:00:11 PM","02:00:10","889.99","889.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","889.99","02:00:09","02:00:09","02:00:09","1","889.99"
"2285101","remote_office_block_Richmond",,"KFailure","KMedium","720",,"Remote_Office_Blackout","45",,"KSuccess","sews-mg02p","3/12/2020 6:01:01 PM","3/12/2020 8:32:01 PM","02:31:00","2416.35","2416.35","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","2416.35","02:31:00","02:31:00","02:31:00","1","2416.35"
"2285153","remote_office_block_chicago",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvuf-ap10p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 7:26:42 PM","01:26:41","539.87","539.87","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","539.87","01:26:40","01:26:40","01:26:40","1","539.87"
"2285606","remote_office_block_huntvalley",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvww-ap09p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 10:36:59 PM","04:36:58","1146.98","1146.98","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","1146.98","04:36:57","04:36:57","04:36:57","1","1146.98"
"2285669","remote_office_block_elmsford",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp721.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:06:41 PM","02:06:40","544.99","544.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","544.99","02:06:39","02:06:39","02:06:39","1","544.99"
"2298423","remote_offce_block_easthannover",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp712.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:01:57 PM","02:01:56","1213.99","1213.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","1213.99","02:01:55","02:01:55","02:01:55","1","1213.99"
"2298642","nas_unity600_earp-fs01d",,"KFailure","KMedium","420",,"nas_unity600_test","15",,"KSuccess","\\nas0641-a-01\earp-fs01d","3/12/2020 10:22:00 PM","3/12/2020 10:29:32 PM","00:07:32","0","56.84","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","56.84","00:07:32","00:07:32","00:07:32","1","56.84"
"2298652","nas_unity600_fs301_snapshot",,"KFailure","KMedium","420",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\fs301","3/12/2020 10:24:00 PM","3/12/2020 10:36:01 PM","00:12:01","0","748.66","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","748.66","00:12:01","00:12:01","00:12:01","1","748.66"
"2298659","nas_unity600_fs113",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-B-01\fs113","3/12/2020 10:26:00 PM","3/12/2020 10:27:18 PM","00:01:18","0","4.43","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","4.43","00:01:18","00:01:18","00:01:18","1","4.43"
"2298666","nas_unity600_fs115",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\fs115","3/12/2020 10:27:00 PM","3/12/2020 10:56:31 PM","00:29:31","0","1470.9","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","1470.9","00:29:31","00:29:31","00:29:31","1","1470.9"
"2298681","nas_unity600_clmfilemounttst",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\clmfilemounttst","3/12/2020 10:30:01 PM","3/12/2020 10:30:10 PM","00:00:09","0","0","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","0","00:00:09","00:00:09","00:00:09","1","0"
"2298703","nas_unity600_file1billltdev",,"KFailure","KMedium","420",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\file1billltdev","3/12/2020 10:31:00 PM","3/12/2020 10:31:20 PM","00:00:20","0","17.03","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","17.03","00:00:20","00:00:20","00:00:20","1","17.03"
"2298710","nas_unity600_fs114",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-B-01\fs114","3/12/2020 10:32:00 PM","3/12/2020 10:32:32 PM","00:00:32","0","2.29","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","2.29","00:00:32","00:00:32","00:00:32","1","2.29"
"2298721","nas_unity600_file1billltct",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\file1billltct","3/12/2020 10:34:01 PM","3/12/2020 10:42:04 PM","00:08:03","0","751.86","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","751.86","00:08:03","00:08:03","00:08:03","1","751.86"
"2298750","nas_unity600_file1billstct",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\file1billstct","3/12/2020 10:40:00 PM","3/12/2020 10:43:55 PM","00:03:55","0","339.29","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","339.29","00:03:55","00:03:55","00:03:55","1","339.29"
"2298765","nas_unity600_file1billstdev",,"KFailure","KMedium","120",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\file1billstdev","3/12/2020 10:43:01 PM","3/12/2020 10:43:10 PM","00:00:09","0","0.02","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","0.02","00:00:09","00:00:09","00:00:09","1","0.02"
"2298772","nas_unity600_fs200",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\fs200","3/12/2020 10:44:00 PM","3/12/2020 10:56:07 PM","00:12:07","0","92.45","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","92.45","00:12:07","00:12:07","00:12:07","1","92.45"
"2298777","nas_unity600_fs112",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-B-01\fs112","3/12/2020 10:46:00 PM","3/12/2020 11:25:57 PM","00:39:57","0","983.57","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","983.57","00:39:57","00:39:57","00:39:57","1","983.57"
"2300032","remote_office_block_Horsham",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvww-ap08p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:39:49 PM","02:39:48","786.99","786.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","786.99","02:39:47","02:39:47","02:39:47","1","786.99"
"2300162","remote_office_block_columbia",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp717.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 7:11:02 PM","01:11:01","439.99","439.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","439.99","01:11:01","01:11:01","01:11:01","1","439.99"
"2308931","remote_office_block_indianapolis",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp786.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:11:43 PM","02:11:42","1079.99","1079.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","1079.99","02:11:41","02:11:41","02:11:41","1","1079.99"
"2308953","remote_office_block_latham",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp795.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:01:13 PM","02:01:12","871.99","871.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","871.99","02:01:11","02:01:11","02:01:11","1","871.99"
"2308982","remote_office_block_mountlaurel",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp796.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:05:14 PM","02:05:13","1021.99","1021.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","1021.99","02:05:12","02:05:12","02:05:12","1","1021.99"
"2386465","prod_file_45d_6pm",,"KFailure","KMedium","720",,"file_prod_45d","45",,"KSuccess","DB368P","3/12/2020 6:00:01 PM","3/12/2020 7:23:39 PM","01:23:38","20727.58","146.51","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","146.51","01:23:38","01:23:38","01:23:38","1","146.51"
"2388186","prod_file_45d_9pm",,"KFailure","KMedium","420",,"file_prod_45d","45",,"KSuccess","DBMM-DB01P","3/13/2020 3:00:00 AM","3/13/2020 3:27:47 AM","00:27:47","2453.66","228.96","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","228.96","00:27:46","00:27:46","00:27:46","1","228.96"
"2388278","prod_file_45d_12am",,"KFailure","KMedium","420",,"file_prod_45d","45",,"KSuccess","DB331","3/13/2020 12:00:00 AM","3/13/2020 12:22:34 AM","00:22:34","950.33","135.35","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","135.35","00:22:34","00:22:34","00:22:34","1","135.35"
"2406793","prod_file_45d_3am",,"KFailure","KMedium","420",,"file_prod_45d","45",,"KSuccess","IMMS-AP04P","3/13/2020 3:00:00 AM","3/13/2020 3:47:31 AM","00:47:31","30523.26","4188.55","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","4188.55","00:47:30","00:47:30","00:47:30","1","4188.55"
"2432428","remote_office_block_pittsburgh",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp718.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:21:46 PM","02:21:45","376.99","376.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","376.99","02:21:45","02:21:45","02:21:45","1","376.99"
"2432499","remote_office_block_scranton",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp760.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 7:52:48 PM","01:52:47","469.99","469.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","469.99","01:52:46","01:52:46","01:52:46","1","469.99"
"2434278","remote_office_block_farmington",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fp746.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:43:28 PM","02:43:27","642.99","642.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","642.99","02:43:26","02:43:26","02:43:26","1","642.99"
"2548063","remote_office_block_Scottsdale",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","fs756.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:10:10 PM","02:10:09","874.99","874.99","KSuccess",,"3/13/2020 4:05:07 PM","3/13/2020 5:04:19 PM","00:59:12","77.54","10561.62","874.99","02:10:08","02:10:08","02:10:08","1","874.99"
"2550365","postgres_prod_VIEW_REPL_AZ",,"KFailure","KMedium","120",,"view_protection_prod_repl_az","45",,"KSuccess","postgres_prod","3/13/2020 3:53:01 AM","3/13/2020 3:53:01 AM","00:00:00","11.86","11.89","KSuccess","postgres_prod","3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","11.89","00:00:00","00:00:00","02:10:08","1","11.89"
"2710173","remote_office_block_Glastonbury_pq706",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","pq706.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 7:37:12 PM","01:37:11","384.99","384.99","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","384.99","01:37:10","01:37:10","01:37:10","1","384.99"
"3085277","remote_office_block_chicago2",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout_5retry","45",,"KSuccess","fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00","1","1920.86"
"3101570","sql_prod2_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3101665","sql_prod_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3101858","sql_prod14_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3101939","sql_prod18_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3107292","sql_prod9_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3107332","sql_prod4_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3107343","sql_prod5_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3107353","sql_prod8_view_repl",,"KFailure","KMedium","120",,"dd_share_prod_no_repl","45",,,"fs744.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:24:01 PM","02:24:00","1920.86","1920.86","KSuccess",,"3/13/2020 3:53:06 AM","3/13/2020 3:53:20 AM","00:00:14","0.26","11.89","1920.86","02:24:00","02:24:00","02:24:00",,"1920.86"
"3125187","biztalk_bkp",,"KFailure","KMedium","720",,"dd_share_prod","45",,"KSuccess","\\adbr-fs01o\data","3/12/2020 5:48:01 PM","3/12/2020 5:48:08 PM","00:00:07","0","2.62","KSuccess","\\adbr-fs01o\data","3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","2.62","00:00:07","00:00:07","00:00:07","1","2.62"
"3133525","exch_bkp",,"KFailure","KMedium","720",,"Bronze","45","This is the Bronze Policy","KSuccess","mbx6","3/12/2020 6:30:01 PM","3/12/2020 9:18:34 PM","02:48:33","1116.71","1116.71","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","1116.71","02:48:33","02:48:33","02:48:33","1","1116.71"
"3171984","add_hoc_bkp_30d",,"KFailure","KMedium","720",,"Bronze_NoBlackout","45",,,"mbx6","3/12/2020 6:30:01 PM","3/12/2020 9:18:34 PM","02:48:33","1116.71","1116.71","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","1116.71","02:48:33","02:48:33","02:48:33",,"1116.71"
"3205386","nas_unity600_edal-fs02t",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-b-01\edal-fs02t","3/12/2020 11:06:00 PM","3/12/2020 11:09:22 PM","00:03:22","0","2.07","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","2.07","00:03:22","00:03:22","00:03:22","1","2.07"
"3205387","nas_unity600_fs121",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-b-01\fs121","3/12/2020 11:09:01 PM","3/12/2020 11:11:49 PM","00:02:48","0","0.07","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","0.07","00:02:48","00:02:48","00:02:48","1","0.07"
"3205424","nas_unity600_fs120",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-b-01\fs120","3/13/2020 12:45:01 AM","3/13/2020 12:45:09 AM","00:00:08","0","0.13","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","0.13","00:00:08","00:00:08","00:00:08","1","0.13"
"3205425","nas_unity600_fs111_snapshot",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-b-01\fs111","3/12/2020 6:47:00 PM","3/13/2020 7:36:06 AM","12:49:06","0","529.27","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","529.27","12:49:05","12:49:05","12:49:05","1","529.27"
"3205426","nas_unity600_fs050",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-b-01\fs050","3/13/2020 12:48:00 AM","3/13/2020 1:49:08 AM","01:01:08","0","1518.58","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","1518.58","01:01:08","01:01:08","01:01:08","1","1518.58"
"3205427","nas_unity600_earp-fs02p",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-b-01\earp-fs02p","3/13/2020 12:50:00 AM","3/13/2020 12:51:23 AM","00:01:23","0","52.01","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","52.01","00:01:23","00:01:23","00:01:23","1","52.01"
"3205428","nas_unity600_earp-fs02d",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-a-01\earp-fs02d","3/13/2020 12:51:01 AM","3/13/2020 12:52:15 AM","00:01:14","0","52.5","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","52.5","00:01:14","00:01:14","00:01:14","1","52.5"
"3205429","nas_unity600_ECMS-NFS01T",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-a-01\ECMS-NFS01T","3/13/2020 12:52:00 AM","3/13/2020 12:52:07 AM","00:00:07","0","0","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","0","00:00:07","00:00:07","00:00:07","1","0"
"3205433","nas_unity600_ADFS-NFS01T",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-b-01\ADFS-NFS01T","3/13/2020 12:53:01 AM","3/13/2020 12:53:06 AM","00:00:05","0","0","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","0","00:00:05","00:00:05","00:00:05","1","0"
"3205640","adhoc_30Days_testVM_CRQ000000042616",,"KFailure","KMedium","120",,"Bronze_NoBlackout","45",,,"\\nas0641-b-01\ADFS-NFS01T","3/13/2020 12:53:01 AM","3/13/2020 12:53:06 AM","00:00:05","0","0","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","0","00:00:05","00:00:05","00:00:05",,"0"
"3226608","prod_file_45d_exce",,"KFailure","KMedium","720",,"file_prod_45d","45",,"KSuccess","DB250","3/12/2020 6:00:01 PM","3/12/2020 6:43:02 PM","00:43:01","3759.73","160.01","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","160.01","00:43:00","00:43:00","00:43:00","1","160.01"
"3235938","netezza_test_view",,"KFailure","KMedium","120",,"view_protection_test","15",,"KSuccess","netezza_test","3/12/2020 11:31:00 PM","3/12/2020 11:31:01 PM","00:00:01","3504.77","3504.77","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","3504.77","00:00:01","00:00:01","00:00:01","1","3504.77"
